file,Layer,Module
scipy/optimize/_trustregion_constr/tests/test_canonical_constraint.py,L20,M216
scipy/sparse/linalg/isolve/tests/demo_lgmres.py,L20,M217
scipy/interpolate/tests/test_interpolate.py,L20,M218
scipy/signal/tests/test_result_type.py,L20,M219
scipy/signal/tests/test_fir_filter_design.py,L20,M220
scipy/optimize/tests/test_quadratic_assignment.py,L20,M221
scipy/io/tests/test_mmio.py,L20,M222
scipy/io/harwell_boeing/tests/test_hb.py,L20,M223
scipy/io/tests/test_paths.py,L20,M224
scipy/optimize/_trustregion_constr/tests/test_qp_subproblem.py,L20,M225
scipy/linalg/tests/test_basic.py,L20,M226
scipy/odr/tests/test_odr.py,L20,M227
scipy/optimize/tests/test_trustregion_exact.py,L20,M228
scipy/special/_precompute/wright_bessel.py,L20,M229
scipy/integrate/tests/test_bvp.py,L20,M230
scipy/optimize/tests/test__basinhopping.py,L20,M231
scipy/stats/tests/test_binned_statistic.py,L20,M232
scipy/optimize/tests/test__differential_evolution.py,L20,M233
scipy/optimize/tests/test__dual_annealing.py,L20,M234
scipy/optimize/tests/test_differentiable_functions.py,L20,M235
scipy/special/tests/test_logit.py,Isolated,/
scipy/sparse/generate_sparsetools.py,Isolated,/
scipy/spatial/tests/__init__.py,Isolated,/
scipy/sparse/linalg/eigen/lobpcg/setup.py,Isolated,/
scipy/sparse/csgraph/tests/test_traversal.py,Isolated,/
scipy/io/arff/tests/__init__.py,Isolated,/
scipy/special/_precompute/loggamma.py,Isolated,/
scipy/special/_precompute/setup.py,Isolated,/
scipy/special/tests/test_erfinv.py,Isolated,/
scipy/sparse/linalg/eigen/setup.py,Isolated,/
scipy/ndimage/tests/test_datatypes.py,Isolated,/
scipy/optimize/_highs/__init__.py,Isolated,/
scipy/special/tests/test_hypergeometric.py,Isolated,/
scipy/sparse/linalg/tests/__init__.py,Isolated,/
scipy/special/tests/test_exponential_integrals.py,Isolated,/
scipy/optimize/_trustregion_constr/setup.py,Isolated,/
scipy/cluster/tests/__init__.py,Isolated,/
scipy/special/tests/test_pcf.py,Isolated,/
scipy/_build_utils/tests/__init__.py,Isolated,/
scipy/sparse/linalg/eigen/_svds_doc.py,Isolated,/
scipy/io/harwell_boeing/setup.py,Isolated,/
scipy/sparse/csgraph/setup.py,Isolated,/
scipy/odr/tests/__init__.py,Isolated,/
scipy/sparse/linalg/eigen/tests/__init__.py,Isolated,/
scipy/fft/_pocketfft/tests/__init__.py,Isolated,/
scipy/special/tests/test_trig.py,Isolated,/
scipy/special/_precompute/lambertw.py,Isolated,/
scipy/special/_precompute/cosine_cdf.py,Isolated,/
scipy/io/setup.py,Isolated,/
scipy/io/matlab/setup.py,Isolated,/
scipy/linalg/tests/test_cython_blas.py,Isolated,/
scipy/linalg/tests/test_decomp_update.py,Isolated,/
scipy/sparse/linalg/setup.py,Isolated,/
scipy/sparse/sparsetools.py,Isolated,/
scipy/special/tests/test_bdtr.py,Isolated,/
scipy/linalg/_cython_signature_generator.py,Isolated,/
scipy/sparse/csgraph/tests/test_connected_components.py,Isolated,/
scipy/io/matlab/tests/test_streams.py,Isolated,/
scipy/signal/windows/setup.py,Isolated,/
scipy/linalg/tests/test_fblas.py,Isolated,/
scipy/_build_utils/setup.py,Isolated,/
scipy/sparse/linalg/eigen/arpack/tests/__init__.py,Isolated,/
scipy/ndimage/tests/test_splines.py,Isolated,/
scipy/fftpack/tests/gen_fftw_ref.py,Isolated,/
scipy/optimize/cython_optimize/setup.py,Isolated,/
scipy/special/tests/test_sph_harm.py,Isolated,/
scipy/special/tests/test_cosine_distr.py,Isolated,/
scipy/special/_precompute/struve_convergence.py,Isolated,/
scipy/_build_utils/tests/test_scipy_version.py,Isolated,/
scipy/sparse/linalg/dsolve/tests/__init__.py,Isolated,/
scipy/optimize/_highs/cython/src/__init__.py,Isolated,/
scipy/io/arff/setup.py,Isolated,/
scipy/fft/_debug_backends.py,Isolated,/
scipy/special/tests/test_owens_t.py,Isolated,/
scipy/integrate/_ivp/setup.py,Isolated,/
scipy/optimize/tests/__init__.py,Isolated,/
scipy/io/matlab/tests/test_mio_utils.py,Isolated,/
scipy/ndimage/tests/test_fourier.py,Isolated,/
scipy/interpolate/interpnd_info.py,Isolated,/
scipy/linalg/tests/test_build.py,Isolated,/
scipy/sparse/linalg/eigen/lobpcg/tests/__init__.py,Isolated,/
scipy/spatial/transform/tests/__init__.py,Isolated,/
scipy/sparse/tests/__init__.py,Isolated,/
scipy/constants/tests/__init__.py,Isolated,/
scipy/special/tests/test_nan_inputs.py,Isolated,/
scipy/fft/setup.py,Isolated,/
scipy/fftpack/tests/test_import.py,Isolated,/
scipy/stats/tests/studentized_range_mpmath_ref.py,Isolated,/
scipy/misc/setup.py,Isolated,/
scipy/optimize/tests/test_lbfgsb_setulb.py,Isolated,/
scipy/special/tests/test_wright_bessel.py,Isolated,/
scipy/special/add_newdocs.py,Isolated,/
scipy/special/utils/makenpz.py,Isolated,/
scipy/stats/tests/__init__.py,Isolated,/
scipy/special/tests/test_ndtr.py,Isolated,/
scipy/_lib/tests/__init__.py,Isolated,/
scipy/sparse/linalg/isolve/tests/__init__.py,Isolated,/
scipy/special/tests/test_boxcox.py,Isolated,/
scipy/fftpack/setup.py,Isolated,/
scipy/sparse/linalg/isolve/tests/test_utils.py,Isolated,/
scipy/optimize/_highs/cython/__init__.py,Isolated,/
scipy/_lib/tests/test_warnings.py,Isolated,/
scipy/misc/tests/__init__.py,Isolated,/
scipy/_lib/tests/test_import_cycles.py,Isolated,/
scipy/special/tests/test_gamma.py,Isolated,/
scipy/special/_precompute/wrightomega.py,Isolated,/
scipy/special/_precompute/zetac.py,Isolated,/
scipy/linalg/tests/__init__.py,Isolated,/
scipy/optimize/_trustregion_constr/tests/__init__.py,Isolated,/
scipy/integrate/tests/__init__.py,Isolated,/
scipy/special/tests/__init__.py,Isolated,/
scipy/optimize/tests/test_regression.py,Isolated,/
scipy/io/harwell_boeing/tests/__init__.py,Isolated,/
scipy/fftpack/tests/__init__.py,Isolated,/
scipy/special/_generate_pyx.py,Isolated,/
scipy/io/tests/__init__.py,Isolated,/
scipy/interpolate/tests/test_gil.py,Isolated,/
scipy/special/tests/test_round.py,Isolated,/
scipy/linalg/_generate_pyx.py,Isolated,/
scipy/cluster/setup.py,Isolated,/
scipy/optimize/_lsq/setup.py,Isolated,/
scipy/constants/setup.py,Isolated,/
scipy/special/tests/test_pdtr.py,Isolated,/
scipy/_lib/tests/test_deprecation.py,Isolated,/
